Flow_Rate_EA (L/s),Flow_Rate_NaOH (L/s),Conc_EA (Mol/L),Conc_NaOH (Mol/L),Reactor_Vol (L),Temp (Kelvin),X_A
3.7460266483547775,1.8521441554573579,0.2690886268985469,0.6759759642668091,286.2119412026546,311.92724320971047,0.9814468026442652
9.507192349792751,5.419467572836203,0.2545090110812798,0.7987145832194587,402.81344848534314,314.72024807812573,0.9789659197751397
7.32020742417224,8.729585412928206,0.9071920347158263,0.257963219804574,380.20038443018444,328.05915876207627,0.23428392392444108
5.986986183486169,7.322516639209203,0.257050737851011,0.6286253586109289,77.37300239453995,310.0501535120962,0.8533410831636701
1.5610303857839227,8.065804917466636,0.2792302288673447,0.5760285233123112,75.05011013586622,328.587738968426,0.8453819876890191
1.5607892088416901,6.5881748837404635,0.7618042797937841,0.8345020730203884,134.4530966885842,301.23470508418416,0.8017362540406396
0.5817780380698264,6.923073368614007,0.4552424440260346,0.9070261898764479,180.8568258073481,325.33794530230205,0.9576586013497925
8.661895281603577,8.492107320001628,0.7789434513856294,0.02203520376261294,204.52356291353706,327.81416715691574,0.005858367258542607
6.011549002420345,2.4974304205830005,0.07471249598874138,0.6772797198682048,340.00875980825595,304.51361784930685,0.995441965490838
7.08101770538266,4.894760211467762,0.49269548173665045,0.061317441128531734,28.811875866834786,313.21212863302696,0.015778709385161793
0.20682435846372868,2.2128732087542025,0.04327746418144981,0.5533700784265824,17.81901576092016,303.9424921132279,0.9796393736670899
9.699128611767781,9.876692411958473,0.07202667142080098,0.2947564017532414,196.25932619048257,322.8811445147976,0.904046420119982
8.324593965363416,9.440649337526446,0.9073730788109668,0.3137088335269198,348.73326422292126,316.887171882158,0.28196525645488296
2.1241787676720834,0.3952286868736905,0.14785291740641923,0.35942891841783303,97.12095380676304,320.3863171347912,0.9534290079661402
1.819067847103799,7.05604614998437,0.537096475452465,0.625079524559114,320.9314883874977,305.02704384346737,0.8693723121188424
1.8348616940244846,9.252557925839243,0.41698464657469947,0.3407094660120815,130.2841549011796,305.56110517183464,0.5325337588756109
3.043118187352418,1.806572875928208,0.35386989299625426,0.7353720600843776,443.10001135235143,299.6024063928467,0.9865480693905321
5.2480395598907466,5.679884360295743,0.9008350122303997,0.410482111718131,447.897127161175,309.4223637318505,0.4137240792084838
4.320018241402516,9.15496748758283,0.03160516280773461,0.07766966830685902,148.99495853852258,317.7410631466786,0.6130114786515055
2.913000172840221,0.3404258398794026,0.6671517893138332,0.7859222440592661,115.38188010463864,328.1777219899065,0.889428700234007
6.118917094329073,6.974505252201153,0.9637604898714149,0.29290074134677896,205.9463340470825,321.49246066105377,0.2366301541340724
1.3957991126597662,2.9741927247181352,0.5645665016272235,0.43843921080327003,120.64552679748428,313.3888713189913,0.6336813753665844
2.9221543407036465,9.244037557569927,0.9374542374127609,0.6885894443896825,336.35572972420596,331.5092040037948,0.6408157684248914
3.6642520710936233,9.710611393408513,0.06173530049316353,0.3391315955772249,413.1193099318686,323.3235820201541,0.9792894120606639
4.561243772186143,9.442720624645226,0.4246053858834198,0.06601979958524846,336.7095193901529,330.70578210018925,0.09180457812769272
7.851974437968744,4.742667952357981,0.26755621305243066,0.38018183654268545,412.26304840105007,316.6155790645258,0.8722560613070325
1.997538147801439,8.620564467242145,0.7335127553309225,0.9450040968673604,198.79758502263334,307.21164961775986,0.8787401818432591
5.142830149697703,8.445649435952168,0.9814841195922742,0.6453170533255727,78.580326869076,299.99893402276524,0.4437330565448885
5.924553274051563,3.191685631959313,0.2639647618198053,0.6747643571805348,369.10649822509725,323.56296980193474,0.9773432361377199
0.4654576767872573,8.289325826032623,0.6576328554593337,0.6359593321012634,180.55701531820617,302.39560493019366,0.7446743870283188
6.075840974162483,0.37103933952021073,0.20611665643214272,0.20700221756984244,335.7997772019517,308.74712948951884,0.7401380784411768
1.706070712749228,5.963102514942049,0.5696769520258939,0.4241505254612573,135.68664901989195,316.7864817759364,0.5687793604387028
0.65145087825981,2.3008583640397426,0.46929316182145286,0.7534304003796851,41.074202585932994,317.90458057229114,0.8833093898489205
9.488906486996079,1.2065482908870109,0.9722852763352217,0.11035916857762755,496.2946068461378,319.1704118945497,0.09338952447464355
9.65635469871252,0.7704550630904624,0.6124419999695019,0.28507424832881517,78.52265321133434,303.9689365622395,0.28227591876968305
8.084165083816496,6.96319147000552,0.35601130836595063,0.28355591738119507,494.21628648475877,311.4408091687577,0.6207385399726708
3.0468330779645334,3.3994097627168935,0.12295482703905403,0.43769873831856093,488.6513263169404,319.7517979490938,0.9884149271572078
0.9776234679498323,7.247942948516086,0.1597343604475852,0.9805650535327632,397.0121429020658,332.0936602621824,0.9959082974621616
6.8426460320950575,0.6544980516486247,0.23306376065172274,0.07682752121698372,329.8817695599578,323.6170898194891,0.23750161288598537
4.402084784902274,3.1535880879682727,0.258456994726895,0.5235139844367891,289.1146216004168,330.4411314982885,0.9554296053151906
1.2212603102129433,5.395373432460998,0.8521098972627265,0.18757103519208834,433.11772191622845,324.82742204099617,0.19979073365087774
4.952273924202591,7.9074409252247975,0.5656105603996997,0.9709697799556467,145.07504104893422,318.860093911234,0.899508864146598
0.34485082263106875,3.188206276817767,0.5281570022606228,0.12217046968018955,234.1067656361961,304.87081791977204,0.20036235370059052
9.093294700385743,6.259287872993655,0.1236211831505253,0.40956499233797533,309.8852896985677,321.48399781623795,0.9512780727634838
2.588541036018569,8.859891504613636,0.8615382964159406,0.7405061349862602,205.8896426968108,319.9682848085967,0.6913335831803
6.625560321255467,6.159016018634864,0.7255861601763989,0.7075088837471708,214.02948381808886,319.2364209660043,0.7376736637357891
